	Overall	Adherence to Prompt	Clarity of Thesis	Strength of Argument	Development	Organization	Coherence	Cohesion	Sentence Structure	Vocabulary	Technical Quality
RUMO4011	[1.5, 2.0]	[1.0, 1.0]	[1.5, 1.0]	[1.5, 1.0]	[1.5, 1.0]	[1.0, 1.0]	[2.0, 2.5]	[1.5, 1.5]	[2.0, 2.0]	[2.0, 2.0]	[3.0, 3.0]
BGSU1135	[3.5, 3.5]	[3.5, 3.5]	[3.5, 3.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]
FIJY1013	[3.5, 3.5]	[4.0, 4.0]	[4.0, 4.0]	[3.5, 4.0]	[3.5, 4.0]	[2.5, 2.5]	[3.5, 3.0]	[2.5, 2.0]	[3.0, 3.0]	[3.0, 3.5]	[3.0, 3.0]
TRCU1073	[3.0, 3.5]	[4.0, 4.0]	[2.5, 2.0]	[3.0, 3.5]	[3.0, 3.0]	[3.0, 3.5]	[2.5, 1.5]	[3.5, 4.0]	[2.5, 2.5]	[2.5, 2.0]	[2.5, 2.0]
FRUB2014	[3.0, 2.5]	[4.0, 4.0]	[3.0, 2.0]	[3.5, 4.0]	[4.0, 4.0]	[3.0, 3.0]	[3.0, 2.0]	[3.0, 3.5]	[3.5, 4.0]	[3.5, 4.0]	[3.0, 3.0]
TRME3021	[3.5, 4.0]	[4.0, 4.0]	[4.0, 4.0]	[3.0, 3.5]	[3.0, 3.0]	[3.5, 4.0]	[3.5, 4.0]	[3.5, 4.0]	[3.0, 2.5]	[3.0, 2.0]	[3.0, 2.0]
FIHE1022	[3.5, 3.5]	[4.0, 4.0]	[4.0, 4.0]	[4.0, 4.0]	[4.0, 4.0]	[3.5, 3.5]	[4.0, 4.0]	[3.5, 4.0]	[3.5, 3.5]	[3.5, 4.0]	[3.5, 3.5]
CNUK1103	[2.0, 2.0]	[3.0, 2.0]	[2.0, 2.0]	[2.5, 2.0]	[2.5, 1.5]	[3.0, 3.0]	[3.0, 3.5]	[2.5, 2.5]	[2.5, 2.5]	[2.0, 2.0]	[2.0, 1.5]
SPM04033	[3.0, 3.0]	[3.0, 2.5]	[3.0, 3.5]	[2.0, 2.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.5, 4.0]	[3.5, 4.0]	[3.0, 3.0]	[3.0, 2.5]
CNUK1176	[3.0, 2.5]	[4.0, 2.0]	[3.0, 2.5]	[2.5, 2.0]	[3.0, 2.0]	[3.5, 2.5]	[3.5, 3.0]	[3.0, 1.5]	[3.0, 2.5]	[3.0, 2.5]	[3.0, 2.0]
TSKC1295	[3.0, 3.5]	[4.0, 4.0]	[4.0, 4.0]	[3.0, 3.5]	[2.5, 3.5]	[3.0, 4.0]	[2.0, 1.0]	[2.5, 3.0]	[2.5, 3.0]	[3.0, 3.0]	[3.0, 3.5]
TSNO1403	[3.5, 4.0]	[4.0, 4.0]	[4.0, 4.0]	[3.5, 4.0]	[4.0, 4.0]	[3.0, 3.5]	[4.0, 4.0]	[3.5, 4.0]	[3.5, 4.0]	[3.5, 3.0]	[4.0, 4.0]
NOHO1038	[3.0, 3.5]	[4.0, 4.0]	[3.0, 3.0]	[3.0, 3.5]	[3.0, 4.0]	[3.0, 3.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]
BGSU1144	[2.5, 1.5]	[3.0, 4.0]	[3.0, 3.0]	[2.0, 1.0]	[2.5, 3.0]	[2.5, 2.0]	[2.5, 3.5]	[2.5, 2.0]	[3.0, 2.0]	[3.0, 4.0]	[3.0, 2.0]
DBAN3030	[3.0, 3.5]	[3.0, 3.0]	[2.5, 2.0]	[2.0, 2.0]	[2.5, 2.5]	[3.0, 3.0]	[2.0, 2.0]	[3.0, 3.0]	[2.5, 2.0]	[3.0, 3.0]	[2.5, 2.0]
BGSU1041	[3.0, 3.0]	[3.5, 3.0]	[2.0, 1.0]	[2.5, 3.0]	[2.5, 2.5]	[2.5, 3.0]	[3.0, 3.0]	[3.0, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]
BGSU1006	[3.0, 3.0]	[3.5, 3.0]	[3.5, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.5, 3.0]	[3.0, 3.0]	[3.5, 3.5]
FRUB1026	[3.5, 3.5]	[4.0, 4.0]	[3.0, 2.0]	[3.0, 2.5]	[3.0, 3.5]	[3.0, 3.0]	[3.0, 3.0]	[2.0, 2.0]	[3.5, 3.0]	[4.0, 4.0]	[3.5, 3.5]
BGSU1267	[3.5, 4.0]	[3.0, 2.5]	[3.0, 2.0]	[3.0, 2.5]	[3.0, 2.5]	[3.0, 2.5]	[3.0, 2.5]	[3.0, 3.0]	[3.0, 2.5]	[3.0, 2.5]	[3.0, 2.5]
CNUK4025	[3.5, 3.0]	[4.0, 4.0]	[4.0, 4.0]	[3.0, 2.5]	[3.0, 3.0]	[3.5, 4.0]	[4.0, 4.0]	[3.0, 2.5]	[3.5, 3.5]	[3.0, 3.0]	[3.5, 3.0]
DBAN3028	[3.5, 3.5]	[4.0, 4.0]	[4.0, 4.0]	[4.0, 4.0]	[3.5, 3.0]	[3.5, 4.0]	[4.0, 4.0]	[3.0, 3.0]	[3.5, 3.0]	[3.5, 3.0]	[3.5, 3.0]
FRUL1027	[3.0, 3.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 2.5]	[3.0, 3.0]	[3.5, 3.0]	[3.0, 3.0]
CNUK1143	[3.0, 2.5]	[4.0, 4.0]	[4.0, 4.0]	[3.0, 2.5]	[3.0, 2.5]	[3.0, 3.5]	[2.5, 2.0]	[3.0, 2.5]	[2.5, 2.5]	[3.0, 2.5]	[2.5, 2.5]
FIHE1012	[3.5, 3.5]	[4.0, 4.0]	[3.0, 3.0]	[3.5, 3.0]	[3.5, 3.5]	[3.0, 2.5]	[3.0, 3.0]	[3.5, 3.0]	[4.0, 4.0]	[4.0, 4.0]	[3.5, 3.0]
FIJY1053	[2.0, 2.0]	[2.5, 2.0]	[3.0, 2.5]	[2.0, 1.0]	[2.0, 2.0]	[2.5, 3.0]	[3.0, 3.5]	[2.0, 2.0]	[3.0, 3.0]	[3.0, 3.0]	[2.5, 2.5]
DBAN1024	[4.0, 4.0]	[4.0, 4.0]	[4.0, 4.0]	[4.0, 4.0]	[4.0, 4.0]	[3.0, 3.0]	[3.5, 3.5]	[3.5, 3.5]	[4.0, 4.0]	[3.5, 3.0]	[4.0, 4.0]
BGSU1067	[3.5, 3.0]	[3.5, 3.0]	[3.5, 3.5]	[3.0, 2.5]	[3.0, 2.5]	[3.0, 3.0]	[3.5, 3.5]	[3.0, 2.5]	[3.5, 3.0]	[3.0, 2.0]	[3.0, 3.0]
FIJY1065	[3.0, 3.0]	[3.0, 3.5]	[3.0, 3.5]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.5]	[3.0, 2.0]	[3.0, 2.5]	[3.0, 2.0]	[3.0, 2.0]
RUMO2022	[3.5, 3.5]	[3.5, 3.0]	[4.0, 4.0]	[3.5, 3.5]	[3.0, 3.0]	[3.0, 3.0]	[3.5, 3.0]	[3.5, 3.0]	[3.0, 3.0]	[3.5, 3.0]	[3.5, 3.0]
TRCU1070	[2.5, 2.5]	[4.0, 4.0]	[3.0, 2.0]	[3.0, 3.5]	[3.0, 3.5]	[3.0, 3.5]	[2.5, 2.0]	[3.0, 3.0]	[2.5, 2.5]	[2.5, 2.5]	[2.0, 1.5]
TRME3020	[3.0, 3.0]	[3.0, 3.0]	[3.0, 2.0]	[3.0, 3.0]	[3.0, 2.5]	[3.0, 3.0]	[3.0, 2.5]	[2.5, 2.5]	[2.5, 2.5]	[3.0, 3.0]	[2.5, 2.0]
DBAN2049	[4.0, 4.0]	[4.0, 4.0]	[4.0, 4.0]	[3.5, 3.0]	[3.5, 3.0]	[3.5, 3.5]	[3.5, 3.0]	[3.0, 3.0]	[3.5, 3.5]	[4.0, 4.0]	[3.5, 3.5]
RUMO5046	[3.0, 3.5]	[3.0, 3.5]	[3.5, 3.5]	[2.5, 2.0]	[2.5, 3.5]	[2.5, 2.0]	[3.0, 3.5]	[3.5, 3.5]	[3.5, 4.0]	[3.0, 2.5]	[3.0, 3.5]
SPM03026	[3.5, 3.5]	[4.0, 4.0]	[4.0, 4.0]	[3.5, 3.5]	[3.5, 3.5]	[2.5, 2.5]	[3.5, 4.0]	[3.0, 2.5]	[3.5, 3.0]	[3.5, 3.0]	[3.0, 2.5]
DBAN3042	[3.0, 3.0]	[4.0, 4.0]	[3.5, 3.0]	[3.0, 3.0]	[3.0, 3.5]	[3.0, 3.0]	[3.5, 3.5]	[3.0, 3.0]	[3.0, 3.0]	[3.5, 4.0]	[3.0, 3.0]
SWUL3022	[3.0, 3.0]	[3.5, 4.0]	[3.0, 2.5]	[2.5, 2.5]	[3.0, 3.0]	[2.5, 2.5]	[3.0, 3.0]	[2.5, 2.0]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]
BGSU1013	[2.5, 2.5]	[2.0, 2.0]	[3.5, 3.5]	[2.0, 2.0]	[3.0, 3.0]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]
FRUB2011	[3.5, 3.0]	[3.0, 2.5]	[4.0, 4.0]	[3.5, 4.0]	[3.5, 4.0]	[3.5, 3.5]	[3.5, 4.0]	[3.5, 3.5]	[4.0, 4.0]	[4.0, 4.0]	[3.5, 3.0]
CNUK1123	[3.0, 3.5]	[3.0, 3.0]	[2.5, 2.5]	[2.5, 2.5]	[2.5, 2.0]	[2.5, 2.5]	[3.0, 2.5]	[3.0, 2.5]	[3.0, 3.5]	[3.0, 3.0]	[3.0, 3.0]
BGSU1129	[3.0, 3.0]	[3.5, 3.5]	[2.5, 2.0]	[3.0, 3.0]	[3.0, 3.0]	[2.0, 2.0]	[2.5, 2.5]	[2.5, 2.5]	[3.0, 3.0]	[3.5, 3.5]	[3.0, 3.5]
ITRS2007	[3.0, 2.0]	[3.5, 2.5]	[3.5, 2.0]	[3.0, 2.5]	[3.0, 2.0]	[2.5, 2.5]	[3.5, 3.0]	[2.5, 2.0]	[3.5, 2.0]	[3.0, 3.0]	[3.5, 3.0]
BGSU1101	[2.5, 2.5]	[4.0, 4.0]	[2.5, 2.0]	[2.5, 2.0]	[2.0, 1.5]	[2.5, 2.5]	[3.0, 3.0]	[2.5, 2.5]	[2.5, 2.5]	[2.5, 2.5]	[2.5, 2.0]
DBAN3065	[3.5, 3.0]	[4.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.5, 2.5]	[3.0, 3.0]	[3.5, 2.5]
BGSU1062	[2.5, 3.0]	[3.0, 3.5]	[3.0, 3.5]	[2.5, 3.0]	[2.5, 3.0]	[2.5, 2.0]	[2.5, 2.5]	[2.0, 2.0]	[3.0, 3.5]	[3.0, 3.0]	[3.0, 3.5]
BGSU1217	[3.5, 3.5]	[4.0, 4.0]	[3.0, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.5, 4.0]	[3.5, 3.5]	[4.0, 4.0]	[3.5, 3.5]
CZPR2057	[3.0, 2.5]	[3.0, 2.0]	[2.5, 2.5]	[2.5, 2.0]	[3.0, 3.0]	[2.5, 1.0]	[3.0, 2.5]	[2.5, 2.0]	[2.5, 2.0]	[3.0, 2.5]	[3.0, 2.0]
DBAN2013	[3.5, 4.0]	[4.0, 4.0]	[4.0, 4.0]	[3.0, 3.0]	[3.5, 3.0]	[3.0, 3.5]	[2.5, 2.5]	[3.0, 2.5]	[3.0, 3.5]	[3.0, 3.0]	[3.0, 3.0]
FIJY1041	[3.5, 3.5]	[3.0, 3.0]	[3.5, 4.0]	[3.5, 3.0]	[3.0, 2.5]	[3.0, 3.5]	[3.0, 3.0]	[2.0, 2.0]	[3.5, 3.5]	[3.5, 3.5]	[3.0, 2.5]
ITTO5006	[3.0, 3.0]	[4.0, 4.0]	[3.5, 3.5]	[3.0, 3.5]	[3.0, 3.0]	[3.0, 3.0]	[3.5, 4.0]	[3.0, 3.5]	[3.0, 4.0]	[3.0, 3.5]	[3.0, 3.5]
CZPR3018	[2.5, 3.0]	[2.5, 2.0]	[3.0, 2.0]	[2.0, 1.0]	[2.0, 2.0]	[2.0, 1.0]	[2.0, 1.5]	[2.5, 2.5]	[2.5, 3.0]	[2.5, 2.5]	[2.5, 3.0]
POPZ1006	[3.5, 3.5]	[4.0, 4.0]	[3.5, 4.0]	[3.0, 3.0]	[3.5, 3.5]	[4.0, 4.0]	[3.5, 3.0]	[3.0, 3.0]	[3.5, 3.0]	[3.0, 3.0]	[3.5, 4.0]
BGSU1014	[2.5, 2.5]	[3.0, 3.5]	[2.0, 2.0]	[2.0, 2.0]	[3.0, 3.0]	[2.0, 2.0]	[3.0, 3.5]	[2.5, 2.5]	[3.0, 2.5]	[3.5, 4.0]	[3.0, 3.0]
DBAN3032	[2.0, 1.5]	[2.5, 2.5]	[2.0, 2.0]	[2.0, 2.0]	[2.0, 1.5]	[2.5, 3.0]	[3.0, 3.0]	[2.5, 2.0]	[3.0, 3.0]	[3.5, 3.0]	[3.0, 3.0]
SPM04034	[2.0, 2.0]	[3.5, 4.0]	[3.0, 2.5]	[2.0, 2.0]	[2.0, 2.0]	[3.0, 3.0]	[2.0, 1.5]	[2.5, 3.0]	[2.5, 2.0]	[2.0, 1.5]	[1.5, 2.0]
NOUO1033	[3.0, 3.0]	[4.0, 4.0]	[3.5, 3.5]	[3.0, 3.0]	[3.0, 3.0]	[2.5, 2.5]	[3.0, 3.0]	[2.0, 2.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]
FIJY1042	[3.0, 3.5]	[4.0, 4.0]	[2.5, 3.0]	[3.0, 3.5]	[3.5, 3.5]	[3.0, 3.5]	[3.0, 2.0]	[3.0, 3.5]	[2.5, 2.5]	[2.5, 2.0]	[2.5, 2.0]
FRUC3065	[3.0, 3.5]	[3.0, 3.0]	[3.0, 3.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.5]	[3.5, 4.0]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.5]
TRCU1040	[2.0, 2.0]	[2.0, 2.0]	[2.5, 2.0]	[2.5, 3.0]	[2.5, 2.0]	[2.0, 2.0]	[2.0, 1.0]	[2.0, 2.0]	[2.5, 2.5]	[2.5, 2.0]	[2.5, 2.5]
FRUB1003	[3.0, 3.5]	[3.0, 3.0]	[3.0, 3.5]	[3.0, 3.0]	[3.0, 3.5]	[2.5, 2.5]	[3.0, 3.5]	[3.0, 3.0]	[3.5, 3.0]	[3.0, 3.0]	[3.5, 4.0]
ITTO5004	[3.5, 3.5]	[3.5, 3.0]	[3.0, 3.0]	[3.0, 2.5]	[3.0, 2.5]	[3.0, 3.0]	[3.5, 3.0]	[3.5, 3.0]	[3.5, 3.5]	[3.0, 3.0]	[3.0, 3.0]
FIJY1069	[3.0, 3.5]	[4.0, 4.0]	[3.0, 2.5]	[2.5, 2.0]	[3.0, 3.5]	[3.0, 2.5]	[3.0, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]
ITRS2021	[2.5, 2.5]	[3.0, 3.5]	[3.0, 3.0]	[2.5, 2.5]	[2.5, 2.5]	[2.5, 2.5]	[3.0, 3.0]	[2.0, 2.0]	[3.5, 3.5]	[3.0, 3.5]	[3.0, 3.0]
BGSU1031	[3.0, 3.0]	[4.0, 4.0]	[3.5, 3.5]	[3.0, 3.0]	[3.5, 3.0]	[3.0, 3.0]	[4.0, 4.0]	[4.0, 4.0]	[4.0, 4.0]	[4.0, 4.0]	[4.0, 4.0]
SPM10007	[2.0, 2.0]	[3.0, 2.0]	[3.0, 1.5]	[2.5, 1.0]	[2.0, 1.5]	[2.0, 1.5]	[2.5, 2.5]	[3.0, 2.0]	[2.5, 2.0]	[2.5, 1.5]	[2.5, 2.5]
CZPU1011	[3.0, 3.5]	[2.5, 3.0]	[2.0, 2.0]	[3.0, 3.5]	[3.0, 3.0]	[3.0, 2.0]	[3.0, 2.5]	[3.0, 3.5]	[3.0, 3.0]	[3.5, 3.5]	[3.0, 3.5]
BGSU1097	[2.0, 2.0]	[3.0, 3.0]	[4.0, 4.0]	[2.0, 2.0]	[2.0, 2.0]	[2.5, 2.5]	[3.0, 3.0]	[2.5, 2.5]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 2.5]
DBAN3021	[3.0, 3.0]	[4.0, 4.0]	[4.0, 4.0]	[3.0, 3.0]	[3.0, 3.0]	[3.5, 3.5]	[3.5, 3.0]	[3.0, 2.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]
BGSU1118	[3.5, 3.5]	[4.0, 2.5]	[3.5, 2.5]	[3.5, 2.0]	[3.5, 2.5]	[3.0, 3.0]	[3.5, 3.0]	[3.0, 3.0]	[4.0, 3.0]	[4.0, 3.0]	[3.5, 2.5]
FRUL1034	[2.5, 2.5]	[4.0, 4.0]	[3.0, 3.0]	[2.5, 2.5]	[3.0, 3.5]	[2.5, 2.5]	[3.0, 3.5]	[2.5, 2.5]	[2.5, 3.0]	[3.0, 3.0]	[3.0, 3.0]
RUMO4012	[3.0, 3.0]	[4.0, 4.0]	[4.0, 4.0]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.5, 3.0]	[3.5, 3.0]	[3.0, 2.5]
TSNO1308	[2.5, 2.0]	[2.5, 1.5]	[3.0, 1.5]	[2.5, 1.0]	[2.5, 1.5]	[2.5, 1.5]	[3.5, 2.0]	[2.5, 2.0]	[3.0, 1.5]	[2.5, 2.0]	[3.0, 1.0]
NOHO1030	[2.5, 2.0]	[2.5, 2.5]	[3.5, 4.0]	[2.0, 2.0]	[2.0, 2.0]	[2.5, 2.0]	[3.0, 2.5]	[2.5, 2.0]	[2.0, 2.0]	[2.5, 2.5]	[2.5, 2.0]
DBAN2005	[3.5, 3.5]	[3.5, 3.0]	[4.0, 4.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.5, 3.0]	[3.0, 3.0]	[2.5, 3.0]	[3.0, 3.0]	[3.0, 3.0]
BGSU1026	[2.5, 2.5]	[1.5, 1.5]	[2.0, 1.0]	[2.0, 2.0]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[2.5, 2.0]	[3.0, 3.0]	[3.0, 3.0]	[2.0, 2.0]
CZPR2016	[1.0, 1.0]	[3.0, 3.0]	[2.0, 3.0]	[1.0, 1.0]	[2.5, 1.0]	[1.0, 1.0]	[1.5, 1.0]	[2.0, 2.0]	[2.0, 2.0]	[2.0, 2.0]	[2.0, 2.0]
NOHO1034	[3.0, 2.5]	[3.5, 2.0]	[3.0, 2.0]	[3.0, 2.0]	[3.5, 2.0]	[3.0, 2.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 2.0]
BGSU1188	[2.5, 2.5]	[2.5, 3.5]	[3.0, 3.5]	[2.0, 2.5]	[2.0, 1.0]	[2.5, 2.5]	[3.0, 3.0]	[1.5, 1.0]	[3.0, 4.0]	[3.0, 4.0]	[3.0, 4.0]
TRME3027	[3.5, 4.0]	[3.0, 3.0]	[3.5, 3.0]	[2.5, 2.5]	[3.5, 4.0]	[3.0, 3.0]	[3.5, 4.0]	[3.0, 3.0]	[3.5, 4.0]	[3.0, 2.5]	[3.5, 4.0]
FIJY1037	[3.0, 3.0]	[3.0, 2.0]	[3.0, 2.0]	[2.5, 2.0]	[2.5, 2.0]	[3.5, 4.0]	[3.0, 3.0]	[2.5, 2.5]	[3.5, 3.0]	[3.5, 3.0]	[3.0, 2.5]
FRUB2002	[3.5, 3.5]	[4.0, 4.0]	[3.5, 4.0]	[3.5, 3.5]	[3.0, 2.5]	[3.5, 3.5]	[3.5, 3.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.5]	[3.5, 3.5]
TSKC1345	[2.0, 1.5]	[3.0, 2.0]	[2.5, 2.0]	[2.5, 3.5]	[2.5, 2.0]	[2.0, 1.5]	[2.5, 2.0]	[2.0, 1.5]	[2.0, 2.0]	[2.0, 2.0]	[2.5, 2.0]
DBAN2001	[3.5, 3.5]	[4.0, 3.0]	[4.0, 3.0]	[3.5, 3.0]	[3.5, 3.0]	[3.5, 3.0]	[4.0, 3.0]	[3.0, 3.0]	[3.5, 3.0]	[3.5, 3.0]	[3.5, 3.0]
TSNO1303	[2.0, 2.0]	[3.0, 3.5]	[3.0, 3.5]	[2.5, 2.0]	[2.0, 1.0]	[2.5, 3.0]	[2.0, 1.0]	[2.0, 2.0]	[2.0, 2.5]	[2.0, 1.5]	[1.5, 1.5]
FRUL1012	[2.5, 2.5]	[3.5, 3.0]	[3.5, 3.5]	[2.5, 2.5]	[3.0, 3.5]	[2.5, 2.5]	[3.0, 3.0]	[2.5, 2.0]	[3.5, 4.0]	[3.0, 2.5]	[3.0, 3.5]
DBAN3047	[3.5, 3.5]	[4.0, 4.0]	[4.0, 4.0]	[3.5, 4.0]	[3.5, 4.0]	[3.5, 3.0]	[3.5, 4.0]	[3.0, 2.0]	[3.5, 3.0]	[4.0, 4.0]	[4.0, 4.0]
SPM05015	[2.5, 2.5]	[3.0, 2.5]	[3.0, 3.0]	[2.0, 2.0]	[3.0, 3.0]	[2.0, 2.0]	[2.5, 2.0]	[2.0, 2.0]	[3.0, 3.0]	[3.0, 3.0]	[2.0, 2.0]
NOUO1018	[3.0, 3.0]	[4.0, 4.0]	[3.5, 3.5]	[2.5, 2.5]	[3.0, 3.0]	[2.5, 2.5]	[3.5, 3.5]	[3.5, 3.5]	[3.5, 3.5]	[3.0, 3.5]	[3.0, 2.5]
BGSU1007	[3.0, 3.0]	[3.5, 4.0]	[3.0, 3.5]	[2.5, 2.0]	[3.0, 3.0]	[2.0, 2.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.5, 4.0]	[3.5, 3.5]
ITRS2019	[3.0, 3.0]	[3.5, 4.0]	[3.5, 4.0]	[3.0, 2.5]	[3.0, 3.0]	[3.0, 2.5]	[3.0, 3.0]	[2.5, 3.0]	[3.0, 2.5]	[3.5, 4.0]	[3.0, 3.0]
FIJY1043	[2.5, 2.5]	[3.0, 2.0]	[2.5, 2.5]	[2.5, 2.0]	[2.5, 2.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 2.5]	[3.0, 3.0]	[3.5, 3.0]
NOUO2005	[3.0, 3.0]	[4.0, 4.0]	[3.0, 3.0]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]
RUMO7001	[3.0, 3.0]	[3.5, 3.5]	[3.5, 4.0]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.5, 3.5]	[3.0, 3.0]	[3.5, 3.5]
TSNO1135	[2.5, 2.5]	[3.5, 4.0]	[3.0, 2.5]	[2.5, 2.5]	[2.5, 2.0]	[3.0, 3.0]	[2.5, 2.0]	[2.5, 2.5]	[2.5, 2.5]	[3.0, 2.5]	[2.5, 2.5]
CZPR2005	[2.5, 2.5]	[3.0, 3.5]	[2.5, 2.0]	[2.0, 2.5]	[2.5, 2.0]	[2.0, 2.0]	[2.5, 2.0]	[2.5, 2.0]	[3.0, 3.0]	[2.5, 2.0]	[3.0, 3.0]
SWUL5017	[3.0, 3.5]	[4.0, 4.0]	[4.0, 4.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.5, 3.5]	[3.0, 3.0]	[3.0, 3.0]
BGSU1052	[3.0, 2.5]	[4.0, 2.0]	[2.5, 2.0]	[2.5, 2.0]	[3.0, 2.5]	[3.0, 2.5]	[4.0, 2.5]	[3.0, 2.5]	[3.5, 3.0]	[4.0, 2.5]	[3.5, 2.0]
RUMO1020	[3.0, 3.0]	[3.0, 2.5]	[3.0, 2.0]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.5]	[3.0, 3.0]
SWUL6004	[2.5, 2.5]	[2.5, 2.0]	[3.5, 4.0]	[2.5, 2.5]	[2.5, 2.5]	[2.5, 2.5]	[3.0, 3.0]	[2.5, 2.5]	[3.0, 3.0]	[2.5, 2.5]	[3.0, 3.0]
SWUL4003	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[2.5, 2.5]	[3.0, 3.5]	[2.5, 3.0]	[3.0, 3.0]	[2.5, 2.5]	[2.5, 3.0]	[2.5, 2.5]	[2.5, 2.5]
TSNO1461	[2.5, 2.5]	[3.0, 2.5]	[3.0, 2.5]	[2.5, 2.0]	[3.0, 3.0]	[2.5, 2.0]	[2.5, 2.5]	[2.5, 2.5]	[2.5, 2.5]	[2.5, 2.5]	[2.5, 2.5]
BGSU1259	[2.5, 3.0]	[3.0, 3.5]	[3.0, 3.5]	[2.5, 2.5]	[2.5, 2.5]	[2.5, 2.5]	[2.5, 3.0]	[2.5, 2.0]	[2.5, 2.5]	[2.5, 2.5]	[2.5, 3.0]
RUMO2012	[2.5, 2.5]	[3.0, 3.5]	[3.0, 3.0]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.5]	[3.0, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]
SPM01009	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[2.5, 2.5]	[2.5, 2.0]	[3.0, 3.0]	[3.0, 2.5]	[3.0, 3.0]	[2.5, 2.5]	[3.0, 3.5]	[2.5, 2.5]
FIJO1037	[3.5, 3.5]	[4.0, 3.0]	[4.0, 3.0]	[3.5, 3.0]	[3.5, 2.5]	[3.0, 3.0]	[3.5, 3.0]	[3.0, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]
FRUC3094	[3.0, 3.0]	[3.5, 3.0]	[3.0, 3.5]	[3.0, 3.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.5]	[3.5, 3.5]	[3.0, 3.0]	[3.0, 2.5]	[3.0, 3.0]
NOUO2015	[2.5, 2.5]	[3.5, 3.5]	[3.0, 2.0]	[2.0, 2.0]	[3.0, 3.5]	[3.0, 2.5]	[3.0, 3.0]	[2.5, 2.0]	[3.0, 3.0]	[3.0, 3.5]	[3.5, 3.5]
NOAC1005	[3.0, 3.5]	[4.0, 4.0]	[2.5, 2.5]	[3.0, 3.0]	[3.5, 3.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]
SPM03032	[3.0, 3.0]	[4.0, 4.0]	[2.5, 2.5]	[2.5, 2.5]	[2.0, 2.0]	[3.0, 3.0]	[2.5, 2.5]	[2.5, 2.5]	[2.5, 2.5]	[2.5, 2.5]	[2.5, 2.5]
